Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Pata, Uttar Pradesh",2024-03-21 22:16:37,21.29,61.72,1.808698842073437,3.89,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-05 12:04:19,24.94,89.52,1.0199964362477976,10.87,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-02-24 14:28:21,28.17,31.91,5.724347453239012,12.31,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-03-29 04:24:01,38.26,52.65,5.346423391089679,15.44,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-02-03 02:06:40,30.06,38.3,5.350690553135555,20.82,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-03-29 05:06:36,30.2,58.93,5.921976018530822,13.97,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2024-02-10 23:50:22,31.20688943135245,48.88935090712008,9.92232332903029,28.93643247682989,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-05-04 22:03:38,11.065331427570932,39.305181961592936,6.906250860218699,9.387087682054217,Moderate Rainfall,Yes,Low
Delhi,2024-04-28 12:04:15,38.30445617548135,32.298643670093185,2.5704825361431825,22.99661447679696,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-31 01:49:17,19.04436125488173,74.44176231891035,9.507525558838248,22.429978786712766,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-03-03 05:03:12,22.21134741972866,80.13308122979078,6.490042310030292,18.04616043959377,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-05-06 16:52:59,31.53563109077944,81.2272767334214,1.0292076774049452,15.806348915145149,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-03-24 17:40:55,36.894370737272176,85.15736795224132,7.968584975714711,9.270588556212305,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-03-30 08:16:14,3.434408409173232,58.90899894998742,9.610420095795982,18.57003587842561,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-04-05 14:42:48,32.56,68.12,1.270339602996653,19.65,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-02-27 17:55:49,27.27,46.18,3.575072740681895,16.35,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-22 06:45:33,30.05,79.47,7.942488037239267,20.99,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-05-07 14:24:30,28.96,41.94,9.958247423207435,7.21,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-03-15 12:07:27,23.27,46.83,5.424314462772269,23.31,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-05-17 07:57:00,27.03,43.99,7.830188070866441,16.87,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-02-05 00:09:35,16.03,74.19,0.9626486923858923,3.87,Other,Yes,Low
"Kochi, Kerala",2024-03-04 00:47:57,29.97,75.21,0.9253882277965232,10.88,Clear,Yes,Low
"Kota, Rajasthan",2024-04-25 09:48:54,40.33,38.71,8.327157919806833,17.24,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-03-18 01:00:18,26.18,59.14,5.970904138439682,14.6,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-01-17 13:02:20,33.53,41.19,4.113672365303187,16.98,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-02-26 19:13:59,29.28,64.66,7.108028822000804,19.35,Heavy Rainfall,No,Low
"Jamnagar, Gujarat",2024-02-12 00:49:31,36.135084021230085,58.04879697751697,3.9162112876193023,1.6208416928564606,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-03-13 06:40:00,18.798925030203964,86.9820670453387,5.967045565400686,20.599702760252484,Moderate Rainfall,Yes,Low
Delhi,2024-02-27 05:28:42,31.55595188418316,54.91009985058561,4.724855080255822,17.354052466253425,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-23 17:41:46,24.723068951277725,78.3747321318592,5.428988396483607,4.775756565003466,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-06 06:03:39,-5.89224461929366,39.13285712981957,9.74391897472165,0.4005117597169594,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-03-31 02:20:03,39.47396777180816,54.62465512778824,2.923340247536814,28.258582308650773,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-03 14:16:29,-4.62345322713364,35.481975722932006,5.795466855690149,24.57563676724644,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-04-15 08:31:03,-4.931283475128647,70.11130381463909,7.185982672636012,14.595481439844722,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-03-06 04:07:26,26.56,62.7,3.5342602358498243,5.58,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-03-28 20:33:08,20.85,56.9,4.781891987924598,19.07,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-28 19:30:43,25.63,68.38,7.2335173051405555,26.64,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-04-27 01:35:41,30.89,46.22,7.039752423996077,22.25,Heavy Rainfall,No,Low
"Bina, Madhya Pradesh",2024-02-19 11:37:16,27.05,46.46,7.135213397945261,21.26,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",2024-03-10 09:28:15,33.83,47.45,9.873864272995355,19.82,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-01-21 22:53:13,24.18,52.68,3.775872810733509,3.45,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-10 19:17:53,25.32,82.12,0.4195378776264713,11.68,Other,Yes,Low
"Kota, Rajasthan",2024-01-31 12:09:06,30.51,39.3,2.148358803587256,6.99,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-02-23 01:46:10,32.52,38.19,7.895958134798517,16.18,Heavy Rainfall,No,Low
"Indore, Madhya Pradesh",2024-05-16 05:23:45,36.67,43.34,6.882834634752795,10.77,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-05-17 15:28:47,27.15,65.87,6.295574980295527,11.56,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-05-05 17:16:47,0.9162934215840616,40.88806681383669,2.933994216841904,29.06799625391264,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-03-08 05:59:13,-3.4920694582230203,43.50583966149114,4.015693429991769,0.6741265778103822,Moderate Rainfall,Yes,Low
Delhi,2024-02-20 15:27:07,39.17819467530677,38.76638144929013,8.622146263978754,4.601397544331371,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-03-07 04:37:53,23.788436666133983,33.32467942642555,9.976003956010194,16.05000118047606,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-05-12 23:35:45,35.962565704264165,61.46257576560122,6.662483790509242,28.553655465659624,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-01-27 18:15:28,5.282476705432213,43.83368070449305,4.814213199112637,19.15629904497789,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-19 18:44:35,24.75534700920125,58.84687205354136,5.90926822865396,25.8474129490992,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-03-18 10:51:56,28.3398722653058,73.41647012487205,9.842190572947212,25.737563772043394,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-01-28 02:34:48,28.12,56.7,3.554529416916613,13.19,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-05-08 23:02:14,33.4,48.39,3.676588781907349,19.34,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-12 19:59:25,29.94,76.56,7.019820690155784,14.82,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-03-01 21:39:22,34.52,48.88,5.536428107429636,23.96,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-01-16 03:34:48,39.49,37.32,7.763626949091494,10.34,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",2024-04-17 14:30:35,32.27,37.98,9.700711323768198,15.94,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-03-28 21:11:50,22.12,71.16,9.2233469057798,11.04,Heavy Rainfall,No,High
"Kochi, Kerala",2024-04-01 10:52:32,28.95,79.47,8.826904270068761,15.65,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-01-10 22:05:31,39.82,41.82,3.1322314918722114,10.16,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-01-04 06:43:19,38.06,63.65,2.8333612384240747,19.08,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-04-11 04:11:26,37.74,30.58,3.175265039961736,13.68,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-05-11 10:42:12,31.46,52.74,9.972563415328612,8.27,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-05-05 13:24:55,-4.636007879783263,75.20312064026143,6.40658384734785,12.842004255240964,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2024-02-10 22:24:39,25.92316343067958,43.98062626417905,6.110524740732606,28.885687569789376,Moderate Rainfall,Yes,High
Delhi,2024-02-03 13:23:31,19.101223701278776,66.20322561756319,5.102209027210649,15.958839406591212,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-03-06 09:25:29,-0.8596731466415406,50.97533501654107,0.4833974497580096,10.931493144434706,Clear,Yes,Low
"Chennai, Tamil Nadu",2024-03-05 14:52:19,30.72032293469531,32.233703875053834,0.9817529842489948,17.217324111615333,Clear,Yes,Low
"Raipur, Chhattisgarh",2024-05-08 04:15:43,10.15242799017298,63.37930107397758,4.284169045020191,6.283157815799107,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-08 09:55:33,31.46446610196256,44.95030715514291,9.653469193871738,1.1529917477210827,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-01-28 04:42:42,3.900135230656824,72.12239372375706,5.913613916308172,21.376641751087178,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-02-17 04:54:17,32.54,47.13,3.4291150953893537,9.25,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-19 15:01:03,29.99,53.31,4.533543025539912,15.45,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-02 12:01:26,34.09,77.52,0.4583338490513655,24.96,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-03-19 19:28:23,24.03,54.82,9.43613282291401,5.45,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-03-05 06:39:12,23.94,42.22,7.405120953243609,19.8,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-02-25 23:44:18,37.37,54.57,3.491708748589769,27.44,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-03-27 15:49:17,27.43,64.36,8.009829160166873,4.8,Heavy Rainfall,No,High
"Kochi, Kerala",2024-05-03 00:42:27,25.97,74.19,6.652811718023621,5.28,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-15 19:23:19,36.87,20.25,7.6700803492263425,17.0,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2024-04-23 21:59:23,28.91,55.02,0.1922828965429812,22.69,Clear,Yes,Low
"Indore, Madhya Pradesh",2024-03-10 04:21:19,27.58,52.61,7.478862128411357,16.21,Heavy Rainfall,No,Low
"Gandhar, Gujarat",2024-03-22 11:54:41,30.54,69.39,5.927897760771267,14.62,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-04-08 19:56:51,-9.455088862166985,64.66914602682871,9.306047949530033,8.842658596254571,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-01 06:47:10,36.724218376223305,49.80766168104687,2.1079581636274614,6.196403027963107,Moderate Rainfall,Yes,Low
Delhi,2024-02-29 17:23:41,-9.25942036086342,83.86576733012222,7.139106236562927,6.7967747385501145,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-05-12 11:21:57,-8.351635085273713,81.36815415219388,6.6344913282037545,11.68564987212666,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",2024-02-28 11:06:19,1.105839997062084,75.35374202725893,6.132640114441185,3.809638666948377,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-04-26 01:56:20,3.656623892671844,36.76898368065114,6.2002642283728,17.84641481299804,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-03-02 04:49:47,-9.359910213258068,75.70621966284547,8.77244787473274,27.710711923507976,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-03-27 12:32:26,22.92993152317495,82.35146760317502,9.745350383054287,6.968079363765841,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-04-22 03:54:00,27.56,41.7,8.048825542887764,6.04,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-02-09 07:46:06,30.26,45.4,1.2631534617375817,18.18,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-16 22:09:29,26.28,77.56,7.4482381595956015,15.82,Heavy Rainfall,No,Low
"Jagdishpur, Uttar Pradesh",2024-04-16 03:44:08,25.01,55.44,8.904156590938683e-06,12.24,Other,Yes,Low
"Bina, Madhya Pradesh",2024-03-18 13:22:09,31.64,39.6,6.232834202468434,19.82,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-22 15:23:02,32.88,43.03,8.364679179482192,15.84,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-03-10 21:31:01,26.34,71.44,0.013633451373981,4.33,Clear,Yes,Low
"Kochi, Kerala",2024-05-02 17:45:38,28.46,89.47,8.456078701222093,8.35,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-04-02 23:06:36,35.85,42.98,0.3437314749049158,11.98,Clear,Yes,Low
"Nagpur, Maharashtra",2024-02-14 20:21:45,34.02,61.91,0.5786812302708344,14.39,Clear,Yes,Low
"Indore, Madhya Pradesh",2024-05-12 03:52:10,28.59,31.44,6.723052290870498,19.03,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-01-11 17:00:18,35.24,65.75,3.277195074003524,11.76,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-03-09 04:18:15,23.061692902883912,78.22408822437146,0.3093591464966272,2.205851421139542,Other,Yes,Low
"Mumbai, Maharashtra",2024-04-04 18:34:12,27.81934144699948,69.98667788668835,3.020471839808636,1.2218942505555974,Moderate Rainfall,Yes,Low
Delhi,2024-02-29 03:50:00,22.20165258174112,31.11014299443104,3.8822374350485545,8.336646999943834,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-15 16:57:28,3.9588930058198,75.76921624978579,9.201133603881122,10.148685870584533,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-03-07 15:52:44,0.3454713548475467,40.74916634175914,1.1727196175868182,8.355530783584458,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-01-28 23:46:01,29.619231050726498,80.29775045356779,7.788653496211709,0.9068773530170504,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-04-09 03:19:21,0.8989288539951374,73.77539182622357,6.850573757913038,14.416903915584916,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-03-07 15:35:07,26.700216548297263,75.1113705566911,1.2349767535681766,5.246289632822228,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-02-09 08:47:20,22.16,51.74,9.47617561835046,7.58,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-04-30 06:28:37,34.75,39.69,1.0795095580099034,13.57,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-27 02:02:56,29.1,73.34,2.202240863439741,24.15,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-05-05 03:43:00,22.8,50.29,0.938852517331582,22.46,Clear,Yes,Low
"Bina, Madhya Pradesh",2024-03-27 10:39:34,23.77,47.82,4.25215677923897,20.53,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-05-05 21:35:41,35.21,55.76,4.990892096643671,25.8,Moderate Rainfall,Yes,High
"Pata, Uttar Pradesh",2024-04-04 23:41:33,13.03,74.12,0.8121713211341919,9.2,Clear,Yes,Low
"Kochi, Kerala",2024-02-09 22:11:43,29.75,90.01,9.887605342433696,13.07,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-01-16 15:30:13,29.65,40.55,3.2357514060187995,6.56,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-01-07 22:12:56,27.15,44.31,10.515249419182188,14.25,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-03-23 10:32:46,24.04,51.98,6.392873336427281,10.21,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-03-04 17:11:06,30.35,61.52,0.6884870137911114,9.01,Clear,Yes,Low
"Jamnagar, Gujarat",2024-02-15 15:30:21,33.342391150102905,45.81669658738639,9.035694770791494,19.17543452824357,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-04-01 05:02:30,-3.533878492991379,51.698821629738106,8.423294754646765,11.07741567413749,Heavy Rainfall,No,High
Delhi,2024-05-06 22:50:50,-5.272652470621883,31.221390864971188,0.8489099321553717,1.213333919681665,Clear,Yes,Low
"Bengaluru, Karnataka",2024-04-17 00:39:52,-7.6599292600243585,53.06652020096057,8.215715953513188,3.186123601852712,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-01-25 00:58:51,26.65300591028432,41.25911505872875,9.796148826597578,20.48685606330336,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-04-13 04:04:49,15.18368168459,41.20526780140413,0.6049242732325155,23.36189526397556,Clear,Yes,Low
"Agra, Uttar Pradesh",2024-01-24 01:21:36,6.075480655981966,86.33050480769178,1.927695642957562,5.121378496950538,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-03-18 01:45:02,-6.491211763963403,48.22688862056528,7.994056639235318,5.415908573080275,Heavy Rainfall,No,Low
"Hazira, Gujarat",2024-04-21 21:57:44,25.59,44.97,2.6948112642264666,8.84,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-04-12 12:41:55,29.35,52.3,6.338888156243629,13.62,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-09 06:20:35,37.0,62.49,3.4859995686778023,13.31,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-02-05 21:53:43,21.31,43.94,10.83017713598245,19.38,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-03-06 15:18:42,23.15,42.35,2.689464276539244,18.53,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-12 15:44:58,24.88,43.24,0.7027442611766055,13.38,Other,Yes,Low
"Pata, Uttar Pradesh",2024-05-13 03:12:27,13.82,71.92,6.244844557715679,4.51,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-05-11 09:43:51,24.03,78.86,0.3970209325654372,16.1,Other,Yes,Low
"Kota, Rajasthan",2024-03-30 00:50:49,39.38,45.96,4.937740543532501,11.7,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-03-28 01:35:31,36.6,38.34,3.585300519412572,23.32,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-03-28 02:33:50,36.11,32.47,3.695162665858971,18.25,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-05-02 18:38:37,28.7,64.85,5.7259143852324526,13.03,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-25 10:27:43,39.4142302098411,85.08841508158517,4.168194355074545,10.523610204229072,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-04-19 10:42:51,16.29433890188481,62.80676038943763,5.243497451483511,21.93768738180436,Moderate Rainfall,Yes,Low
Delhi,2024-04-29 01:43:48,-1.7414435597375402,62.90766887886397,1.5575338067003075,14.491744458745488,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-17 04:11:41,-3.53231140815339,82.7842832787162,2.2616685111850057,11.1443324048763,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-05-16 00:19:41,6.767254870623916,70.67267866469051,2.641195983563144,28.71853578414548,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-01-15 00:31:14,-0.1762672391577595,65.46355506601783,7.357479160924959,10.242721973147898,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2024-02-28 17:40:17,9.767903675584815,50.75869189947023,8.379767772244906,4.605851768589663,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-01-30 17:09:37,30.69315562373844,79.257804735525,2.58842637092328,25.039064896961413,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-04-01 21:16:44,25.76,49.04,0.6948547509489755,15.05,Clear,Yes,Low
"Vijaipur, Madhya Pradesh",2024-03-17 06:56:18,21.34,41.18,3.1980968705031065,24.23,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-09 13:40:03,33.27,72.01,9.761604806910244,14.1,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-01-15 06:12:46,18.89,63.63,3.4675098395069632,21.44,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-04-11 13:39:18,33.02,53.05,2.5100589484537794,13.96,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-04 09:04:15,22.56,59.74,5.737403456076493,20.83,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-02-25 07:28:23,12.16,57.71,7.900483522411906,11.66,Heavy Rainfall,No,Low
"Kochi, Kerala",2024-04-29 18:07:27,25.18,76.86,9.03560579311987,6.97,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-05-13 01:39:41,36.36,31.2,7.498923284351808,12.96,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-02-21 04:56:25,39.86,39.93,2.432757917140779,11.53,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-04-04 11:48:25,24.98,52.98,6.064323131508953,10.51,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-03-29 20:03:59,26.99,53.8,6.970826911283741,11.43,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2024-03-12 14:10:50,21.18329103736728,47.20353748285634,9.913579387453131,3.511926622415121,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-04-22 03:42:37,26.41875787569472,87.33757297996117,0.8133623985603833,28.44504084928311,Other,Yes,Low
Delhi,2024-04-01 16:20:22,18.758354283988147,54.18464184907943,1.2995902619053767,11.218079290049292,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-07 20:35:16,9.814952334399528,69.24506268737707,2.716731041081266,19.51938951575316,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-04-04 16:34:09,15.546684567955868,60.17405510929663,0.3423313377999804,6.672350812777252,Clear,Yes,Low
"Raipur, Chhattisgarh",2024-04-17 01:56:28,31.32610039564775,74.49908668993251,1.0880982201461098,22.2314839196589,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-02-21 22:17:41,34.36641816567396,60.95873390777432,6.598507690638521,10.62436134075006,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-01-29 01:38:30,39.14022954590479,74.30882058856446,3.763811920147704,24.784545962130466,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-30 02:50:53,33.62,41.07,9.99058210369576,13.46,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-04-22 06:45:18,39.63,56.08,3.5357308904405995,10.44,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-03-15 07:01:46,37.19,62.97,2.3038023305076125,26.44,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-09 18:08:06,18.82,52.45,1.3659424859740454,18.57,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-05-07 09:44:19,21.57,54.29,9.732990779204426,21.75,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-01-25 05:53:14,29.16,45.12,2.4385136648530303,14.61,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-03-24 17:44:15,18.7,71.56,9.738928125172263,7.73,Heavy Rainfall,No,High
"Kochi, Kerala",2024-04-28 21:44:21,30.24,82.5,0.4592676076071267,14.39,Other,Yes,Low
"Kota, Rajasthan",2024-03-11 22:37:04,40.74,26.6,2.538064205440431,13.21,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-02-04 00:12:40,28.46,60.5,0.9538192583439064,23.3,Other,Yes,Low
"Indore, Madhya Pradesh",2024-05-10 11:58:45,31.62,49.35,2.8277398429777945,14.83,Moderate Rainfall,Yes,Low
